School Years,DISTRICT,All Count,Black Count,Hispanic Count,White Count,Black Percentage,Hispanic Percentage,White Percentage,DISTNAME
1999,14910,1231,15,224,982,0.012185215272136474,0.181965881397238,0.7977254264825345,TROY ISD
1999,15801,146,6,132,8,0.0410958904109589,0.9041095890410958,0.0547945205479452,POR VIDA ACADEMY
1999,15801,146,6,132,8,0.0410958904109589,0.9041095890410958,0.0547945205479452,POR VIDA ACAD CHARTER H S
1999,15801,146,6,132,8,0.0410958904109589,0.9041095890410958,0.0547945205479452,BLESSED SACRAMENT ACAD CHARTER H S
1999,15801,146,6,132,8,0.0410958904109589,0.9041095890410958,0.0547945205479452,BLESSED SACRAMENT ACAD
1999,15802,251,82,135,32,0.32669322709163345,0.5378486055776892,0.12749003984063745,GEORGE GERVIN ACADEMY
1999,15802,251,82,135,32,0.32669322709163345,0.5378486055776892,0.12749003984063745,BUILDING ALTERNATIVES CHARTER
1999,15803,302,58,197,43,0.19205298013245034,0.652317880794702,0.1423841059602649,HIGGS CARTER KING GIFTED & TALENTE
1999,15803,302,58,197,43,0.19205298013245034,0.652317880794702,0.1423841059602649,HIGGS/CARTER/KING GIFTED & TALENTE
1999,15803,302,58,197,43,0.19205298013245034,0.652317880794702,0.1423841059602649,HIGGS CARTER KING GIFTED & TALEN
1999,15803,302,58,197,43,0.19205298013245034,0.652317880794702,0.1423841059602649,HIGGS CARTER KING G/T
1999,15804,92,79,12,1,0.8586956521739131,0.13043478260869565,0.010869565217391304,RAMESES SCHOOL
1999,15805,500,13,428,58,0.026000000000000002,0.856,0.11599999999999999,NEW FRONTIERS PUBLIC SCHOOLS INC
1999,15805,500,13,428,58,0.026000000000000002,0.856,0.11599999999999999,NEW FRONTIERS CHARTER SCHOOL
1999,15805,500,13,428,58,0.026000000000000002,0.856,0.11599999999999999,NEW FRONTIERS CHARTER
1999,15805,500,13,428,58,0.026000000000000002,0.856,0.11599999999999999,SAN ANTONIO ADVANTAGE CHARTER SCHO
1999,15806,389,54,278,55,0.13881748071979436,0.7146529562982005,0.14138817480719795,SCHOOL OF EXCELLENCE IN EDUCATION
1999,15806,389,54,278,55,0.13881748071979436,0.7146529562982005,0.14138817480719795,SCHOOL OF EXCELLENCE
1999,15807,57,8,33,16,0.14035087719298245,0.5789473684210527,0.2807017543859649,SOUTHWEST PREPARATORY SCHOOL
1999,15807,57,8,33,16,0.14035087719298245,0.5789473684210527,0.2807017543859649,SOUTHWEST PREPARATORY
1999,15808,49,5,28,15,0.1020408163265306,0.5714285714285714,0.30612244897959184,INSPIRE ACADEMIES
1999,15808,49,5,28,15,0.1020408163265306,0.5714285714285714,0.30612244897959184,JOHN H WOOD JR PUBLIC CHARTER DIST
1999,15808,49,5,28,15,0.1020408163265306,0.5714285714285714,0.30612244897959184,JOHN H WOOD JR CHARTER SCHOOL
1999,15808,49,5,28,15,0.1020408163265306,0.5714285714285714,0.30612244897959184,JOHN H WOOD CHARTER SCHOOL
1999,15808,49,5,28,15,0.1020408163265306,0.5714285714285714,0.30612244897959184,JOHN H WOOD CHARTER
1999,15811,45,0,45,0,0.0,1.0,0.0,LA ESCUELA DE LAS AMERICAS
1999,15811,45,0,45,0,0.0,1.0,0.0,ESCUELA DE LAS AMERICAS
1999,15814,25,0,23,2,0.0,0.92,0.08,POSITIVE SOLUTIONS CHARTER SCHOOL
1999,15814,25,0,23,2,0.0,0.92,0.08,POSITIVE SOLUTIONS CHARTER
1999,15901,4397,83,1130,3149,0.018876506709119854,0.2569934045940414,0.7161701159881737,ALAMO HEIGHTS ISD
1999,15904,14905,78,13898,901,0.005233143240523314,0.932438778933244,0.06044951358604495,HARLANDALE ISD
1999,15905,13323,248,12823,230,0.018614426180289724,0.9624709149590932,0.017263379118817083,EDGEWOOD ISD
1999,15906,1165,250,136,734,0.2145922746781116,0.1167381974248927,0.6300429184549357,RANDOLPH FIELD ISD
1999,15907,59080,6021,50012,2853,0.10191266079891673,0.8465132024373729,0.04829045362220718,SAN ANTONIO ISD
1999,15908,10211,203,9558,425,0.01988052100675742,0.9360493585349132,0.04162178043286652,SOUTH SAN ANTONIO ISD
1999,15909,2496,10,1948,529,0.004006410256410256,0.7804487179487181,0.21193910256410256,SOMERSET ISD
1999,15910,47732,4523,17310,24662,0.09475823347020866,0.3626497946870024,0.5166764434760748,NORTH EAST ISD
1999,15911,7327,863,3112,3302,0.11778354033028525,0.4247304490241573,0.4506619353077658,EAST CENTRAL ISD
1999,15912,9479,396,7752,1283,0.04177655870872455,0.8178077856313957,0.13535183036185253,SOUTHWEST ISD
1999,15913,890,184,158,515,0.20674157303370785,0.17752808988764046,0.5786516853932584,LACKLAND ISD
1999,15914,1285,429,229,582,0.33385214007782105,0.17821011673151751,0.4529182879377432,FT SAM HOUSTON ISD
1999,15915,61308,4113,31858,23889,0.06708749266001174,0.5196385463561036,0.3896555098845175,NORTHSIDE ISD
1999,15916,15848,3773,5266,6326,0.2380742049469965,0.3322816759212519,0.3991670873296315,JUDSON ISD
1999,15917,4028,31,3265,705,0.007696127110228402,0.8105759682224429,0.1750248262164846,SOUTHSIDE ISD
1999,16901,654,1,139,511,0.001529051987767584,0.21253822629969416,0.7813455657492355,JOHNSON CITY ISD
1999,16902,892,16,224,647,0.017937219730941704,0.25112107623318386,0.7253363228699552,BLANCO ISD
1999,17901,207,1,53,148,0.004830917874396135,0.2560386473429952,0.7149758454106279,BORDEN COUNTY ISD
1999,18901,1171,43,231,895,0.03672075149444919,0.19726729291204095,0.7643040136635354,CLIFTON ISD
1999,18902,549,32,125,388,0.058287795992714025,0.2276867030965392,0.7067395264116576,MERIDIAN ISD
1999,18903,159,3,51,105,0.018867924528301886,0.3207547169811321,0.660377358490566,MORGAN ISD
1999,18904,504,26,51,425,0.051587301587301584,0.1011904761904762,0.8432539682539683,VALLEY MILLS ISD
1999,18905,202,6,57,139,0.0297029702970297,0.2821782178217821,0.6881188118811881,WALNUT SPRINGS ISD
1999,18906,129,0,12,117,0.0,0.09302325581395347,0.9069767441860463,IREDELL ISD
1999,18907,309,1,17,291,0.0032362459546925572,0.05501618122977346,0.941747572815534,KOPPERL ISD
1999,18908,136,1,25,110,0.007352941176470587,0.18382352941176472,0.8088235294117647,CRANFILLS GAP ISD
1999,19901,1029,315,33,679,0.30612244897959184,0.03206997084548105,0.6598639455782312,DEKALB ISD
1999,19902,1188,248,35,898,0.20875420875420875,0.029461279461279462,0.7558922558922558,HOOKS ISD
1999,19903,465,48,17,399,0.1032258064516129,0.03655913978494624,0.8580645161290322,MAUD ISD
1999,19905,1475,356,18,1088,0.24135593220338986,0.012203389830508476,0.7376271186440678,NEW BOSTON ISD
1999,19906,1216,56,17,1134,0.046052631578947366,0.013980263157894735,0.9325657894736842,REDWATER ISD
1999,19907,5323,2757,153,2364,0.5179410107082473,0.028743189930490326,0.4441104640240466,TEXARKANA ISD
1999,19908,2723,1195,81,1438,0.438854204921043,0.0297466030113845,0.5280940139551965,LIBERTY-EYLAU ISD
1999,19909,527,1,3,515,0.00189753320683112,0.005692599620493359,0.9772296015180264,SIMMS ISD
1999,19910,120,2,0,117,0.016666666666666666,0.0,0.975,MALTA ISD
1999,19911,341,6,4,325,0.01759530791788856,0.011730205278592377,0.9530791788856304,RED LICK ISD
1999,19912,1895,111,39,1718,0.058575197889182064,0.02058047493403694,0.9065963060686016,PLEASANT GROVE ISD
1999,19913,85,0,9,73,0.0,0.10588235294117647,0.8588235294117647,HUBBARD ISD
1999,19914,130,2,0,128,0.015384615384615384,0.0,0.9846153846153848,LEARY ISD
1999,20901,11335,315,3639,7148,0.027790030877812087,0.3210410233789149,0.6306131451257168,ALVIN ISD
1999,20902,6566,975,1801,3728,0.14849223271398113,0.2742918062747487,0.5677733780079196,ANGLETON ISD
1999,20904,721,4,101,613,0.005547850208044383,0.14008321775312066,0.8502080443828016,DANBURY ISD
1999,20905,13247,1184,4418,7452,0.08937872725900202,0.3335094738431343,0.562542462444327,BRAZOSPORT ISD
1999,20906,2230,396,296,1528,0.17757847533632287,0.13273542600896862,0.6852017937219731,SWEENY ISD
1999,20907,3389,571,527,2275,0.1684862791383889,0.15550309825907346,0.6712894659191502,COLUMBIA-BRAZORIA ISD
1999,20908,9757,718,1994,6606,0.07358819309213897,0.2043660961361074,0.6770523726555293,PEARLAND ISD
1999,20910,154,0,55,99,0.0,0.35714285714285715,0.6428571428571429,DAMON ISD
1999,21901,7194,920,697,5056,0.1278843480678343,0.09688629413400056,0.7028078954684459,COLLEGE STATION ISD
1999,21902,13664,3338,4354,5884,0.24429156908665106,0.3186475409836065,0.43062060889929743,BRYAN ISD
1999,22004,182,3,138,40,0.016483516483516484,0.7582417582417582,0.21978021978021975,TERLINGUA CSD
1999,22901,1257,11,697,542,0.008750994431185363,0.5544948289578361,0.4311853619729515,ALPINE ISD
1999,22902,110,0,78,32,0.0,0.7090909090909091,0.2909090909090909,MARATHON ISD
1999,22903,23,2,13,8,0.08695652173913042,0.5652173913043478,0.3478260869565217,SAN VICENTE ISD
1999,23902,274,8,94,172,0.0291970802919708,0.34306569343065696,0.6277372262773723,SILVERTON ISD
1999,24801,61,0,56,4,0.0,0.918032786885246,0.06557377049180327,ENCINO SCHOOL
1999,24901,1908,7,1794,102,0.003668763102725367,0.940251572327044,0.05345911949685535,BROOKS COUNTY ISD
1999,24901,1908,7,1794,102,0.003668763102725367,0.940251572327044,0.05345911949685535,BROOKS ISD
1999,25901,1089,74,138,871,0.06795224977043159,0.12672176308539945,0.7998163452708907,BANGS ISD
1999,25902,3941,295,1100,2513,0.07485409794468409,0.2791169753869576,0.6376554174067496,BROWNWOOD ISD
1999,25904,255,2,57,196,0.007843137254901959,0.2235294117647059,0.7686274509803922,BLANKET ISD
1999,25905,278,0,14,258,0.0,0.05035971223021583,0.9280575539568344,MAY ISD
1999,25906,160,0,18,141,0.0,0.1125,0.88125,ZEPHYR ISD
1999,25908,209,0,11,196,0.0,0.05263157894736842,0.937799043062201,BROOKESMITH ISD
1999,25909,1280,6,120,1143,0.0046875,0.09375,0.89296875,EARLY ISD
1999,26901,1902,265,351,1280,0.13932702418506834,0.18454258675078866,0.6729758149316509,CALDWELL ISD
1999,26902,817,238,120,459,0.2913096695226438,0.14687882496940025,0.5618115055079559,SOMERVILLE ISD
1999,26903,519,205,91,221,0.39499036608863203,0.17533718689788053,0.4258188824662813,SNOOK ISD
1999,27903,2710,57,493,2144,0.021033210332103317,0.1819188191881919,0.7911439114391144,BURNET CISD
1999,27903,2710,57,493,2144,0.021033210332103317,0.1819188191881919,0.7911439114391144,BURNET CONS ISD
1999,27904,3529,75,788,2640,0.02125247945593653,0.22329271748370644,0.7480872768489657,MARBLE FALLS ISD
1999,28902,4275,374,1988,1882,0.08748538011695907,0.4650292397660818,0.44023391812865503,LOCKHART ISD
1999,28903,1579,152,775,647,0.09626345788473717,0.4908169727675744,0.4097530082330589,LULING ISD
1999,28906,205,18,92,95,0.08780487804878047,0.4487804878048781,0.4634146341463415,PRAIRIE LEA ISD
1999,29901,4324,116,2143,1863,0.02682701202590194,0.4956059204440333,0.4308510638297872,CALHOUN COUNTY ISD
1999,29901,4324,116,2143,1863,0.02682701202590194,0.4956059204440333,0.4308510638297872,CALHOUN CO ISD
1999,30901,430,0,22,408,0.0,0.05116279069767442,0.9488372093023256,CROSS PLAINS ISD
1999,30902,1551,14,89,1442,0.009026434558349452,0.05738233397807866,0.9297227595099936,CLYDE CISD
1999,30902,1551,14,89,1442,0.009026434558349452,0.05738233397807866,0.9297227595099936,CLYDE CONS ISD
1999,30903,440,2,64,370,0.004545454545454545,0.14545454545454545,0.8409090909090909,BAIRD ISD
1999,30906,573,1,60,509,0.0017452006980802793,0.10471204188481677,0.8883071553228621,EULA ISD
1999,31901,40262,44,39098,1013,0.001092841885648999,0.9710893646614672,0.02516020068550991,BROWNSVILLE ISD
1999,31903,16009,118,13657,2144,0.007370853894684241,0.8530826410144294,0.1339246673746018,HARLINGEN CISD
1999,31903,16009,118,13657,2144,0.007370853894684241,0.8530826410144294,0.1339246673746018,HARLINGEN CONS ISD
1999,31905,2664,6,2386,271,0.002252252252252252,0.8956456456456456,0.10172672672672672,LA FERIA ISD
1999,31906,6276,24,5695,539,0.003824091778202677,0.9074251115360102,0.08588272785213512,LOS FRESNOS CISD
1999,31906,6276,24,5695,539,0.003824091778202677,0.9074251115360102,0.08588272785213512,LOS FRESNOS CONS ISD
1999,31909,2353,16,1895,436,0.006799830004249894,0.8053548661283468,0.1852953676158096,POINT ISABEL ISD
1999,31911,2002,0,1884,110,0.0,0.9410589410589412,0.054945054945054944,RIO HONDO ISD
1999,31912,8679,6,8398,259,0.0006913238852402349,0.9676229980412491,0.02984214771287015,SAN BENITO CISD
1999,31912,8679,6,8398,259,0.0006913238852402349,0.9676229980412491,0.02984214771287015,SAN BENITO CONS ISD
1999,31913,504,0,504,0,0.0,1.0,0.0,SANTA MARIA ISD
1999,31914,1204,3,1172,27,0.0024916943521594683,0.973421926910299,0.022425249169435217,SANTA ROSA ISD
1999,31916,2186,11,1646,431,0.0050320219579139975,0.7529734675205856,0.19716376944190306,SOUTH TEXAS ISD
1999,32902,2083,511,358,1211,0.24531925108017286,0.17186749879980798,0.5813730196831493,PITTSBURG ISD
1999,33901,181,1,11,167,0.0055248618784530384,0.06077348066298342,0.9226519337016574,GROOM ISD
1999,33902,733,1,89,640,0.001364256480218281,0.121418826739427,0.8731241473396999,PANHANDLE ISD
1999,33904,500,1,31,465,0.002,0.062,0.93,WHITE DEER ISD
1999,34901,1939,724,18,1193,0.3733883445074781,0.009283135636926251,0.6152656008251676,ATLANTA ISD
1999,34902,167,39,4,122,0.2335329341317365,0.02395209580838324,0.7305389221556886,AVINGER ISD
1999,34903,995,169,37,785,0.16984924623115574,0.0371859296482412,0.7889447236180904,HUGHES SPRINGS ISD
1999,34905,1072,309,10,751,0.28824626865671643,0.009328358208955223,0.7005597014925373,LINDEN-KILDARE CISD
1999,34905,1072,309,10,751,0.28824626865671643,0.009328358208955223,0.7005597014925373,LINDEN-KILDARE CONS ISD
1999,34906,474,16,8,447,0.033755274261603366,0.016877637130801686,0.9430379746835444,MCLEOD ISD
1999,34907,1253,272,6,966,0.21707901037509975,0.004788507581803671,0.770949720670391,QUEEN CITY ISD
1999,34908,55,28,0,27,0.509090909090909,0.0,0.4909090909090909,MARIETTA ISD
1999,34909,239,11,4,224,0.04602510460251046,0.016736401673640166,0.9372384937238494,BLOOMBURG ISD
1999,35901,1449,52,1043,353,0.035886818495514144,0.7198067632850241,0.243616287094548,DIMMITT ISD
1999,35902,422,14,328,80,0.03317535545023697,0.7772511848341233,0.1895734597156398,HART ISD
1999,35903,239,0,13,226,0.0,0.05439330543933055,0.9456066945606696,NAZARETH ISD
1999,36901,1457,301,225,878,0.2065888812628689,0.15442690459849004,0.602608098833219,ANAHUAC ISD
1999,36902,2521,81,258,2175,0.032130107100357005,0.10234034113447044,0.8627528758429195,BARBERS HILL ISD
1999,36903,1087,160,130,789,0.14719411223551054,0.11959521619135235,0.7258509659613616,EAST CHAMBERS ISD
1999,37901,658,283,59,314,0.4300911854103344,0.08966565349544073,0.4772036474164134,ALTO ISD
1999,37904,4595,1073,989,2509,0.2335146898803047,0.21523394994559306,0.5460282916213275,JACKSONVILLE ISD
1999,37907,1958,326,142,1469,0.16649642492339126,0.07252298263534218,0.7502553626149132,RUSK ISD
1999,37908,368,37,228,103,0.10054347826086957,0.6195652173913043,0.2798913043478261,NEW SUMMERFIELD ISD
1999,37909,323,37,14,272,0.11455108359133127,0.043343653250774,0.8421052631578947,WELLS ISD
1999,38901,1232,110,334,773,0.08928571428571429,0.2711038961038961,0.627435064935065,CHILDRESS ISD
1999,39901,111,0,3,108,0.0,0.027027027027027032,0.972972972972973,BYERS ISD
1999,39902,1046,5,32,992,0.004780114722753346,0.030592734225621414,0.948374760994264,HENRIETTA ISD
1999,39903,507,0,36,471,0.0,0.07100591715976333,0.9289940828402368,PETROLIA CISD
1999,39903,507,0,36,471,0.0,0.07100591715976333,0.9289940828402368,PETROLIA ISD
1999,39904,181,0,1,177,0.0,0.0055248618784530384,0.9779005524861878,BELLEVUE ISD
1999,39905,187,1,11,175,0.0053475935828877,0.05882352941176471,0.9358288770053476,MIDWAY ISD
1999,40901,637,47,426,164,0.07378335949764521,0.6687598116169545,0.25745682888540034,MORTON ISD
1999,40902,506,10,209,284,0.01976284584980237,0.4130434782608696,0.5612648221343873,WHITEFACE CISD
1999,40902,506,10,209,284,0.01976284584980237,0.4130434782608696,0.5612648221343873,WHITEFACE CONS ISD
1999,41901,368,18,73,277,0.04891304347826087,0.1983695652173913,0.7527173913043478,BRONTE ISD
1999,41902,356,2,103,251,0.005617977528089888,0.2893258426966292,0.7050561797752809,ROBERT LEE ISD
1999,42901,1138,51,252,830,0.04481546572934974,0.2214411247803164,0.7293497363796133,COLEMAN ISD
1999,42903,287,25,59,201,0.08710801393728224,0.20557491289198607,0.7003484320557491,SANTA ANNA ISD
1999,42905,227,0,23,204,0.0,0.1013215859030837,0.8986784140969163,PANTHER CREEK CISD
1999,42905,227,0,23,204,0.0,0.1013215859030837,0.8986784140969163,PANTHER CREEK CONS ISD
1999,42906,94,0,7,86,0.0,0.07446808510638298,0.9148936170212766,NOVICE ISD
1999,43901,9398,415,583,8140,0.044158331559906366,0.06203447542030219,0.8661417322834646,ALLEN ISD
1999,43902,852,2,123,727,0.002347417840375587,0.1443661971830986,0.8532863849765259,ANNA ISD
1999,43903,992,75,129,782,0.07560483870967742,0.13004032258064516,0.7883064516129032,CELINA ISD
1999,43904,1188,92,170,921,0.07744107744107744,0.14309764309764308,0.7752525252525253,FARMERSVILLE ISD
1999,43905,4473,190,693,3483,0.042477084730605866,0.15492957746478872,0.7786720321931591,FRISCO ISD
1999,43907,9792,865,1815,6964,0.0883374183006536,0.18535539215686275,0.7111928104575164,MCKINNEY ISD
1999,43908,384,1,46,334,0.0026041666666666665,0.11979166666666667,0.8697916666666666,MELISSA ISD
1999,43910,44229,2802,3582,32834,0.06335209930136336,0.08098758732958014,0.7423636075877817,PLANO ISD
1999,43911,2056,32,252,1753,0.01556420233463035,0.122568093385214,0.8526264591439688,PRINCETON ISD
1999,43912,911,4,148,751,0.004390779363336993,0.16245883644346873,0.8243688254665203,PROSPER ISD
1999,43914,3982,75,341,3505,0.018834756403817182,0.0856353591160221,0.8802109492717227,WYLIE ISD
1999,43917,583,1,32,550,0.0017152658662092624,0.0548885077186964,0.9433962264150944,BLUE RIDGE ISD
1999,43918,1159,14,87,1046,0.012079378774805869,0.07506471095772217,0.9025021570319242,COMMUNITY ISD
1999,43919,635,5,11,609,0.007874015748031496,0.01732283464566929,0.9590551181102362,LOVEJOY ISD
1999,44902,646,56,234,349,0.08668730650154799,0.3622291021671827,0.5402476780185759,WELLINGTON ISD
1999,44904,112,4,31,77,0.03571428571428571,0.2767857142857143,0.6875,SAMNORWOOD ISD
1999,45902,1711,240,309,1159,0.1402688486265342,0.1805961426066628,0.6773816481589714,COLUMBUS ISD
1999,45903,1466,377,596,488,0.25716234652114606,0.4065484311050477,0.3328785811732606,RICE CISD
1999,45903,1466,377,596,488,0.25716234652114606,0.4065484311050477,0.3328785811732606,RICE CONS ISD
1999,45905,646,132,125,384,0.2043343653250774,0.19349845201238391,0.5944272445820433,WEIMAR ISD
1999,46801,72,3,36,32,0.04166666666666666,0.5,0.4444444444444444,NANCY NEY CHARTER SCHOOL
1999,46801,72,3,36,32,0.04166666666666666,0.5,0.4444444444444444,NANCY NEY CHARTER
1999,46901,5881,81,2494,3279,0.013773167828600578,0.4240775378337018,0.5575582383948308,NEW BRAUNFELS ISD
1999,46902,10182,115,1962,8049,0.01129444117069338,0.19269298762522094,0.7905126694166176,COMAL ISD
1999,47901,1397,10,488,887,0.0071581961345740875,0.3493199713672155,0.6349319971367215,COMANCHE ISD
1999,47902,773,0,252,520,0.0,0.3260025873221216,0.6727037516170763,DE LEON ISD
1999,47903,234,0,91,143,0.0,0.3888888888888889,0.6111111111111112,GUSTINE ISD
1999,47905,141,1,21,117,0.007092198581560284,0.14893617021276595,0.8297872340425532,SIDNEY ISD
1999,48901,377,4,178,194,0.010610079575596816,0.4721485411140584,0.5145888594164456,EDEN CISD
1999,48901,377,4,178,194,0.010610079575596816,0.4721485411140584,0.5145888594164456,EDEN C I S D
1999,48901,377,4,178,194,0.010610079575596816,0.4721485411140584,0.5145888594164456,EDEN CONS ISD
1999,48903,162,4,58,100,0.02469135802469136,0.3580246913580247,0.6172839506172839,PAINT ROCK ISD
1999,49901,2895,270,608,1971,0.0932642487046632,0.21001727115716756,0.6808290155440414,GAINESVILLE ISD
1999,49902,465,2,9,449,0.004301075268817204,0.01935483870967742,0.9655913978494624,MUENSTER ISD
1999,49903,604,0,52,549,0.0,0.08609271523178808,0.9089403973509934,VALLEY VIEW ISD
1999,49905,1075,2,26,1032,0.0018604651162790694,0.024186046511627902,0.96,CALLISBURG ISD
1999,49906,390,0,15,373,0.0,0.038461538461538464,0.9564102564102565,ERA ISD
1999,49907,518,1,2,502,0.0019305019305019305,0.003861003861003861,0.9691119691119692,LINDSAY ISD
1999,49908,64,0,1,60,0.0,0.015625,0.9375,WALNUT BEND ISD
1999,49909,67,0,4,63,0.0,0.059701492537313425,0.9402985074626866,SIVELLS BEND ISD
1999,50901,291,1,47,238,0.003436426116838488,0.16151202749140894,0.8178694158075601,EVANT ISD
1999,50902,2494,118,271,2095,0.04731355252606255,0.10866078588612672,0.8400160384923817,GATESVILLE ISD
1999,50904,177,0,32,145,0.0,0.1807909604519774,0.8192090395480226,OGLESBY ISD
1999,50909,230,0,0,227,0.0,0.0,0.9869565217391304,JONESBORO ISD
1999,50910,7238,1929,758,4221,0.26651008565902184,0.10472506217187068,0.5831721470019342,COPPERAS COVE ISD
1999,51901,389,75,108,206,0.1928020565552699,0.2776349614395887,0.5295629820051414,PADUCAH ISD
1999,52901,1101,38,564,497,0.03451407811080836,0.5122615803814714,0.4514078110808356,CRANE ISD
1999,53001,977,4,583,385,0.004094165813715456,0.5967246673490276,0.3940634595701126,CROCKETT COUNTY CONSOLIDATED CSD
